---------------------------------------------------
Results for bin/slota_madduri_par on email dataset with 8 threads
Timestamp: 
---------------------------------------------------
Loading graph from datasets/email.txt...
Initializing graph with 1004 nodes...
Loading edges...
Graph loaded: 1004 nodes, 25571 edges
Graph loaded from datasets/email.txt with 1004 nodes
Running parallel computation with 8 threads...
Computation time: 0.02395 seconds
Found 547 maximal cliques:
Clique 1: Size: 13, Nodes: 159 1 2 3 54 55 56 57 58 62 193 251 684 
Clique 2: Size: 11, Nodes: 403 96 97 98 99 123 124 184 322 352 639 
Clique 3: Size: 11, Nodes: 106 1 2 3 54 56 57 62 159 251 480 
Clique 4: Size: 11, Nodes: 392 59 103 149 180 181 249 320 375 378 389 
Clique 5: Size: 10, Nodes: 12 1 3 55 57 62 125 136 210 270 
Clique 6: Size: 10, Nodes: 433 1 2 3 57 61 62 88 106 157 
Clique 7: Size: 10, Nodes: 104 4 40 41 114 127 168 248 332 819 
Clique 8: Size: 9, Nodes: 332 22 40 41 82 86 114 211 473 
Clique 9: Size: 9, Nodes: 341 93 94 166 198 200 205 592 775 
Clique 10: Size: 9, Nodes: 165 1 2 3 54 57 106 159 251 
Clique 11: Size: 9, Nodes: 164 24 25 26 28 33 37 39 338 
Clique 12: Size: 8, Nodes: 492 64 171 274 412 425 449 525 
Clique 13: Size: 8, Nodes: 120 0 16 20 73 81 220 221 
Clique 14: Size: 8, Nodes: 271 215 272 273 427 428 447 591 
Clique 15: Size: 8, Nodes: 81 0 16 20 73 105 220 221 
Clique 16: Size: 8, Nodes: 4 5 63 88 95 168 210 374 
Clique 17: Size: 8, Nodes: 182 4 5 63 88 168 210 374 
Clique 18: Size: 7, Nodes: 422 170 443 546 846 975 980 
Clique 19: Size: 7, Nodes: 113 23 27 29 34 35 366 
Clique 20: Size: 7, Nodes: 532 14 44 45 163 268 321 
Clique 21: Size: 7, Nodes: 63 4 5 95 168 169 437 
Clique 22: Size: 7, Nodes: 339 77 78 418 481 496 530 
Clique 23: Size: 7, Nodes: 257 65 90 107 111 468 477 
Clique 24: Size: 7, Nodes: 85 1 54 57 106 130 284 
Clique 25: Size: 7, Nodes: 248 4 6 140 361 419 429 
Clique 26: Size: 7, Nodes: 233 158 234 237 241 242 962 
Clique 27: Size: 7, Nodes: 282 13 50 127 132 255 279 
